smiles,docking_score
CCCCCCCCCC(=O)CC(=O)NC,-5.934
CCN[C@H](/C(O)=N/C/C(O)=N/C)C(C)C,-6.196
Cc1c(C)c2ccc(OCCC(C)C)cc2oc1=O,-8.481
CC1=C(C(=O)O)CC[C@@]2(C)c3cccc(O)c3CC[C@H]12,-6.089
C[C@H]1O[C@]23C[C@H]1[C@H](O)[C@H](O)[C@]2(C)[C@@H](O)C[C@H](O)[C@@]3(C)O,-3.528
COCc1ccc2c(c1)C(=O)c1ccc(O)c(OC)c1C2=O,-8.822
CC[C@@H](C)NCCNC,-4.658
CCC(=O)N1CCC[C@H]1C(=O)Nc1ccc2ccccc2c1,-5.569
CCc1c(-n2ccnc2)[nH]c2cc(C[C@H](N)C=O)ccc12,-7.285
[CH2][C@@H]1[C@H]2C(O)=NCC2[C@H](C)[C@@]2(C)O[C@@H]12,-5.27
CC=CC(C)=CC(C=O)=CCO,-5.814
Cc1nc(C)c(-c2ccccc2)c(=N)[nH]1,-8.523
C/C=C/C=C[C@@H](O)C/C=C/C=C/C,-6.083
CC12C[C@H](C(=O)O)C(C)(c3ccccc31)c1ccccc12,-2.807
CC(=O)O[C@H]1CO[C@H](O[C@@H]2CCCO[C@H]2O)[C@@H](N)C1,-5.423
CN1CCc2c(O)ccc(O)c2[C@H]1Cc1ccccc1,-6.219
CN1CCC[C@H]1C(=O)NCCO,-6.159
CC(=O)O[C@H]1CO[C@@H](CO)[C@@H](C=O)C1,-4.553
C[C@@H]1[C@H](CO)CC[C@@H]1OC(=O)C[C@H]1C[C@H](O)OC=C1C=O,-6.437
C[C@]1(O)CO[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](N)C[C@H]2N)[C@@H](O)C1,-7.144
CCCC[C@@]1(C)[C@H](C)CC[C@]2(C)[C@@H]1CCC[C@@]21CO1,-0.135
C[C@H]1C[C@H](OC=O)C[C@@]2(C)[C@H](O)C[C@@H]3C[C@]12OC3(C)C,-2.566
O[C@H]1CC2OCCC2O1,-4.282
COc1cc2c([nH]c3ccccc32)c(C)c1OC,-7.756
C=C[C@]1(C)C=C2CC[C@H]3[C@@H](C)CCC[C@]3(C)[C@@H]2CC1,-4.638
CCCC=CCC(C)OC(=O)CCCCCCCCC,-5.724
CC(O)[C@H](N)C(=O)N[C@H](C)C(=O)NCC=O,-6.291
O=COC[C@@]1(O)[C@@H]2CCC(=O)C[C@@H]2C[C@@H]2C=CCC[C@@H]21,-5.297
O=C1c2c(O)cccc2Cc2ccc([CH]O)c(O)c21,-9.109
C=CCNC(=O)O[C@@H]1CC[C@@]2(C)C[C@H](O)CC[C@@H]2[C@H]1C,-5.364
CC1CC2CC(=O)OC2C1,-4.455
C[C@@H](CO)COC=O,-3.997
C=C[C@H]1[C@H](O)OC=C(C(=O)OCC[C@H](O)CO)[C@H]1C,-6.476
CCCC[C@H](O[C@@H]1O[C@H](C)CC[C@H]1O)[C@H](C)CC,-5.869
OCCc1cccc([C@H](O)CO)c1,-6.659
CC(C=O)=CC(C)C(CO)OC(=O)c1nccc(O)c1O,-5.708
O=[N+]([O-])N1CCn2c3c(c4ccccc42)CCC[C@H]31,-8.902
C/C(=C\CO)C(=O)OCC[C@]1(C)CO1,-6.33
OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@H]1O,-5.875
CC(=O)N1C[C@H](C)[C@H](O)C1C=O,-5.395
Cc1cc(O)c(O)cc1CC(=O)O,-6.931
NC(=O)OC[C@H]1O[C@H](N=C2NCCN2)C[C@@H](O)[C@H]1O,-6.698
O=c1c2ccccc2c2c3c(c4cc(O)ccc4n13)=CC=[N+]2,-9.036
CCC(C)=CC(=O)OC1C(O)C(C)OC(O)C1O,-5.459
CC(=O)O[C@H]1C(O)CC(C)O[C@H]1O,-4.394
CC(C)CCCCCC[C@H](O)CC(=O)O,-6.174
O=CC[C@H](O)c1cccc(Cl)c1,-6.561
CC(C)=C(C)C/C=C(/C)CCC(Cl)C(C)C,-5.021
CCCCCC[C@H]1O[C@@]23OC1CC[C@@H]2C(=O)CC[C@@H]3O,-5.054
C/C(O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)=C1\COCC1=O,-5.954
C[C@H](C=O)NC(=O)[C@@H]1CN(C(=O)c2ccccc2)CCN1,-6.5
O=C(O[C@@H]1CC[C@H](O)CO1)c1cc(O)c(O)c(OO)c1,-7.663
CCCCCCCCCC(=O)C[CH]C(C)=O,-5.595
CCN(C)C(=O)CNC(C)=O,-5.203
CC(C)[C@@H](C=O)NC(=O)C1CC2c3ccccc3NC2N1,-5.56
CC(C)[C@@H](NC(=O)[C@@H](N)CCCCN)C(=O)NCC=O,-5.714
O[C@@H]1[C@H](O)[C@H](CO[C@@H]2C[C@H](O)[C@@H](O)[C@H](O)O2)OC[C@@H]1O,-5.164
C/C(=C\[C@H](O)C(C)(C)C=O)C[C@H]1C[C@H](C)[C@H](O)[C@@H]1C,-5.122
CCOc1cc2c(cc1O)[C@@H](Cc1cccc(O)c1)NCC2,-6.615
O=c1c2cccc(O)c2oc2c(O)cc(O)cc12,-8.458
C[C@@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](O)CO[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,-3.967
CC(=O)O[C@H]1CCO[C@H](O[C@@H]2CCCO[C@H]2C)C1,-5.054
Oc1cc2c(cc1[C@@H]1OC[C@@H]3COC[C@@H]31)OCO2,-6.919
C[C@H]1O[C@@]23C[C@@H]1[C@@H](O)C[C@H]2[C@H](O)C[C@H](OC=O)[C@]3(C)O,-3.294
C[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](CO)O[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-4.727
N#C[C@@H](Cc1ccc(O)cc1)C(N)=O,-7.084
COc1ccc(-c2cc(C(N)=O)c3c[nH]nc3n2)cc1,-8.555
CSC/C=C/SS,-3.547
COc1ccc2c(=O)n3cc(C=O)ccc3nc2c1,-8.785
C[N+]1(C)C[C@@H](O)[C@H](C(=O)O)C1,-3.908
C=C(CC1CC(C)CC1(O)C=O)C(O)COC(C)=O,-5.934
CCC(=O)N[C@@H](C)C(=O)N[C@@H](C=O)C(C)C,-5.792
N#C[C@H]1C[C@@H](O)[C@@H](OC=O)O1,-4.623
CC[C@H](O)[C@]1(C)CCCO1,-4.806
O=c1oc2c(O)c(O)ccc2c2c1CCCC2,-8.437
CCCCCCCCC(O)C(N)CCC,-5.922
C[C@@H]1CC[C@]2(OC1)OC[C@@H](C)C[C@H]2C,-4.803
CC=CCCC=CC=CC(=O)NC(C)(C)O,-6.365
Cc1[nH]c2ccccc2c1C(CN)c1ccccc1,-7.64
CC[C@H](CCCCCCC=O)C[C@H](C)c1ccccc1,-6.087
C/C=C/CC[C@H](O)CC(C)O,-5.617
CC[C@H](NC(=O)c1ccc2c(ccn2C)c1)C(=O)OC,-5.805
C=C(CC)[C@@H](OC(C)=O)[C@H]1[C@H](O)[C@H](C)C[C@H]1O,-5.795
Oc1cc2c3c(ccc4cc(O)c(O)c(c43)CO2)c1,-8.943
CC(=O)O[C@H]1CC[C@H](O[C@@H]2OCC[C@@H]2O)OC1,-6.02
O=C1OCC2Cc3c(cc4c(c3O)OCO4)CC12,-8.884
CC/C(C)=C(/C)CO,-5.069
COC(=O)[C@@H](C#C[C@@H](C)C[C@H](C)N)C(=O)O,-6.201
CCCCCCCCCCC/C=C\[C@@H](O)[C@H](C)N,-6.2
C=C([C@H](C)OC(=O)/C(C)=C\C)[C@@H]1C[C@@H]2O[C@]2(C)[C@H](O)[C@H]1O,-5.995
CC1(C)O[C@@]23C[C@@H]1C[C@@H](O)[C@@H]2[C@@H](O)[C@H](O)C[C@]3(C)O,-1.297
CCOC1CCOCC1O,-5.127
C/C=C/CC(=O)N[C@H](C)C(N)=O,-5.94
CC(C(O)C=O)[C@H](C)C(C)(O)C=O,-4.862
O=C1c2ccccc2C(=O)c2cc3c(cc21)O[C@H]1OC=C[C@@H]31,-8.887
CC(=O)OC[C@@H](OC(=O)CC(C)C)[C@](C)(O)C=O,-4.994
Cc1nc2cc(C=O)ccc2c(=O)n1-c1ccccc1,-8.764
C[C@H]1CC[C@@H](O)C(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)O1,-3.874
CCN[C@@H](C)CCNCCN,-5.023
C1CC[C@@H](O[C@@H]2CCCOC2)OC1,-5.796
C=C([C@H](O)CCC(C)(C)O)[C@@H]1C[C@@H]2O[C@]2(C)[C@H](O)[C@@H]1O,-5.321
CNP(=O)(c1ccccc1)c1ccccc1,-6.125
O=C1CCC[C@@H]2[C@@H]3CN4CCCC[C@H]4[C@H](CN12)[C@H]3O,-5.862
CCOC1CCOCC1OC1OCC(OC)C(O)C1O,-3.961
CCNC(=O)C=O,-3.89
CC(=O)Cc1cc(O)cc(O)c1C(=O)O[C@@H](C)C[C@@H]1CO1,-5.94
CC(=O)N[C@H]1CC[C@H](C=O)O[C@H]1O,-6.221
CO[C@H]1CCOC[C@H]1O[C@H]1C[C@H](O)CCO1,-5.487
CC[C@H](C)CC[C@@H](O)C[C@@H](CC(=O)O)OC(C)=O,-6.634
C=C(CC[C@@H](O)C(C)(C)C)C[C@@H]1C[C@H](O)[C@@](C)(O)C1,-5.821
CC[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](C)N,-4.915
N[C@H]1C[C@@H](O)CO[C@@H]1O[C@@H]1COC[C@H](N)[C@H]1O,-4.894
CCC(CC=C(C)C(=O)OC)CC1OCC=C1C=O,-6.053
Cc1cc2c(cc1O)C(=O)N1CCC3=CCC=C2[C@@H]31,-6.383
C=C1C(=O)O[C@H](C)[C@H]1[C@@H](OC(=O)/C(C)=C/C)[C@@H](O)CC,-4.2
COc1ccc2cc(OC)[n+]3cc4ccccc4cc3c2c1,-6.495
CO[C@H]1[C@@H](C)CO[C@@](O)([C@@H](C)C(=O)O)[C@H]1C,-4.909
CC=C[C@H](C)[C@@H](O)[C@H](C)c1cc(O)c(C)c(=O)o1,-7.323
NC(CC(=O)C1=C(O)NCC1=O)(C(=O)O)C(=O)O,-6.059
Oc1ccc(-c2ccc(CCCl)cc2O)cc1Cl,-8.478
C[C@H](O)/C=C\C(=O)Cc1c(Cl)c(O)cc(O)c1C=O,-6.199
C=C[C@@]12CN(C=O)CC[C@@H]1[C@@H](C(=O)OC)CO2,-3.886
CO[P@](=O)(O)O[C@@H]1CC[C@@H](OC=O)CO1,-5.713
CO[C@@]1(C)CC[C@@H](C(C)C)[C@H]2C=C(C)C(=O)C[C@@H]21,-4.983
CC(=O)N[C@@H]1CO[C@@H]2[C@@H]1OC[C@H]2OC(N)=O,-6.169
CO[C@H]1[C@H](O)COC[C@@H]1O[C@H]1O[C@@H](C)CC[C@@H]1O,-4.359
O[C@H]1CCO[C@H]2C[C@@H](SS)C=C[C@@H]21,-6.11
CC[C@H](CO)CC[C@@H](C[C@@H](CC)OC(C)=O)OC(C)=O,-5.511
C=C(COC(=O)CCCCCCCC)C(O)C#N,-6.463
ClC(Cl)(Cl)Cl,-2.955
N[C@@H](Cc1ccco1)C(=O)O,-5.523
Oc1ccc(CCCO[C@@H]2OC[C@@H](O)C[C@H]2O)cc1O,-7.02
NC[C@H]1CC[C@H](C(=O)O)CC1,-6.239
C[C@H]1N=C(N)NC[C@@H]1Cc1ccccc1,-7.02
OCC1(O)COCC1OC1OCC(O)C1O,-4.63
COC[C@@H](C[C@H](OC)[C@H](COC)OC)OC,-4.408
[H]/N=C1/C[C@@H]2[C@@H](C(=O)CC2(C)C)c2c1nc1occc1c2OC,-2.22
Cc1sc(NC(=O)CCCCCN)nc1C=O,-5.827
CNC(CCC(=O)O)C(=O)NC(C)P(=O)(O)O,-5.761
C[C@H]1CN[C@@H](CO)O[C@H]1[C@](C)(O)COC=O,-4.736
C/N=C(/O)C/N=C(\O)C/N=C(\O)[C@@H]1CCCN1C=O,-6.335
CCC/C(C)=C/[C@@H]1C[C@@H](C)CO1,-5.429
CC[C@H]1CC(O)CC1SCCC=O,-5.762
C=C1[C@H]2C[C@H]3CCC[C@]1(C)[C@@]3(C=O)[C@@H]2O,-3.219
CSC1=C(N)C(=O)c2cc(C)c(O)cc2C1=O,-8.395
O[C@H]1[C@H](O)[C@H](O)CC[C@H]1O,-4.701
C[C@@H](OC=O)[C@]1(O)CCC[C@H]2[C@H]1CCC(=O)C21CCCC1,-2.569
O=CC1(O)OCCC(O)C1O,-5.001
CCCCCC/C=C\CO[C@H]1CCCO1,-5.683
CC/C=C/C=C\C=C\C(=O)NCC(C)C,-6.236
CC(=O)C=[N+]=[N-],-3.6
C=C(C=O)[C@@H](C[C@@H](C)C/C=C\C)C[C@@H](OC)C(O)CC=O,-5.632
CC(=O)[C@H](O)[C@H](O)CCCc1cccc(O)c1,-6.936
CN(C(=O)CN)C1COCC[C@@H]1O,-5.558
CC(C)CC(OC=O)C(O)=NCC(=O)O,-5.885
C[C@H]1OC[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H]1O,-4.606
C[C@H]1O[C@@H](O[C@@H]2C[C@@H](CO)OC[C@H]2O)C[C@@H](O)[C@H]1O,-6.414
C[C@@H](NC(=O)CCC=O)[C@@H]1COc2ccccc2O1,-6.91
COc1c2ccccc2cc2occc(=O)c12,-8.609
OC[C@]1(O)CO[C@H](O[C@@H]2[C@@H](O)[C@H](O)CO[C@@H]2O)[C@H]1O,-4.13
CC[C@H](N)/C(O)=N/[C@H](C=O)C(C)C,-5.56
O=C1CCC[C@@H]2[C@H]3C[C@@H](O)CN4CCC[C@@](O)(CN12)[C@@H]34,-3.916
CC/C=C/C=C/CC[C@H](O)CC=O,-5.902
COc1ccc2c(c1)oc(=O)c1c3cc(O)c(O)cc3oc21,-9.699
O=C(O[C@H]1COC[C@@H](O)[C@@H]1O)c1ccc(O)c(O)c1O,-6.385
O[C@@H]1c2ccccc2C[C@@H]1O,-6.704
C[C@H]1O[C@]23[C@@H]([C@@H](O)[C@H](O)[C@H]1[C@H]2O)[C@H](O)C[C@@H](O)[C@]3(C)O,-1.764
CCC(C)C1(OC)C=NC=CN1,-3.783
OC[C@H]1O[C@H](Oc2ccccc2)C(O)C1O,-6.148
O=Cc1cccc(-n2cccn2)c1,-7.084
CO[C@H]1C[C@@H](N)[C@@H](O)[C@H](O)C1,-4.836
CC(C)/C=C\C(C)(C)C(=O)CCCCO,-5.439
c1ccc(-c2cccc3c2oc2ccccc23)cc1,-9.308
CC(=O)NC(C)C(=O)N1CCCC1C=O,-5.086
C[C@@H]1CC[C@]2(O)CCC=C[C@@H]12,-5.979
CC(C)=C/C=C/C=C(C)/C=C/C/C(C)=C/C(=O)O,-6.139
OC[C@@H]1O[C@H](O[C@H]2[C@@H](O)CCO[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-6.573
COC(=O)[C@H]1[C@H](O)C(=O)N(C)[C@@H]1c1ccco1,-5.322
O=c1[nH]cc(-c2ccccc2)c2ccncc12,-8.484
C[C@H]1O[C@@H](O[C@]2(CO)OC[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,-4.17
CCC(=O)NC(C)C(=O)NC(=O)CC(N)CC=O,-6.312
Cc1cc(C)c2c(c1)[C@]1(CC[C@@H]3CCCN31)C(O)=N2,-3.896
CC(=O)c1cc(C)cc(-c2cc(C)ccc2O)c1O,-7.185
CO[C@@H]1O[C@@H](C)C[C@@H](O)[C@@H]1O[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O,-4.863
O=c1oc2cc(O)ccc2c2oc3cc4c(cc3c12)CCO4,-10.21
CCCC(CCOC(C)=O)SC,-5.089
CC#C[C@]1(O)[C@H](C)OC[C@@H](OCC[C@@H](C)O)[C@@H]1O,-4.573
CCC[C@@H]1O[C@H]([C@](C)(O)CCC)C=C1C(C)C,-5.963
C=C1CO[C@H]([C@@]2(C)C=C(C=C(C)C)OC2=O)[C@H]1CCO,-6.162
C1C[C@H]2COC[C@H]2[C@]2(C1)CO2,-4.929
O[C@@H]1CC[C@@H](O[C@H]2[C@@H](O)[C@H](O)CO[C@H]2O)OC1,-5.499
N[C@H]1C[C@@H](O)[C@H](O[C@H]2C[C@@H](O)C[C@@H](CO)O2)[C@@H](CO)O1,-4.064
C[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)CO[C@@H]2CO)[C@@H](O)C[C@@H]1O,-3.831
C/C=C\[C@H](C)C[C@H](CC=O)C[C@H](CCC(=O)O)OC,-5.836
C[C@@H](O)C[N@+]1(C)C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,-4.215
CCCCCC/C=C(/C)CC[C@H]1O[C@H]1C,-5.923
CNc1ccc2c3c(onc13)-c1ccccc1C2=O,-9.003
COc1ccc2c(c1)Cc1c-2nc2ccccc2c1C(=O)O,-9.385
Oc1ccc2cc(OC3OCC(O)C(O)C3O)c[o+]c2c1,-7.295
CCC(=O)[C@H]1C[C@H](C)C[C@@H]1[C@@H](OC(C)=O)[C@H]1CO1,-4.41
CC1OC[C@H](O)[C@@H]1OP(=O)(O)O,-4.402
C[C@@H](C=O)C[C@@H]1CC1(C)C,-5.073
CC(C)[C@@H](CN)c1ccc2c(C[C@H](N)C(=O)O)c[nH]c2c1,-7.101
[CH2]C(C)C(O)CC,-4.65
CCCC(C)=CC(=O)SCCN,-5.941
CC(C)[C@@H]1C/C(=N\NC(N)=S)C=C2CCCC[C@@H]21,-6.419
C[C@@H]1O[C@H](O[C@@]2(C)OC[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O,-5.61
C/C=C/C1OCC/C(=C\C=O)[C@H]1OC(C)=O,-6.323
CC(=CC1CC(C)CC1O)C(O)CC(O)C(C)(C)C,-5.896
CC(=O)O[C@@H]1[C@@H]2CC[C@@]1(O)c1cc3c(cc1O2)OCO3,-4.116
C[C@@H](O)C(=O)N(C)CC(=O)Nc1ccccc1,-6.732
C[C@@H]1C[C@H](O)CC(C)(C)C1,-4.898
CC=C(C)CCCCCCCCCCCCCCC,-6.345
O=C(O)[C@@H]1OCC[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,-1.942
CNC(=O)CNC(=O)[C@H]1CCC=NN1,-6.508
C[C@@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)OC[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O,-5.313
COC(=O)C1=CO[C@H](O)[C@@H]2[C@H]1C(=O)C[C@H]2C=O,-5.137
CC(=O)Nc1ccccc1C=Cc1ccccc1NC(C)=O,-5.942
COc1ccc2ccc(=O)oc2c1OC,-7.051
O=C(c1cc(O)c(O)c(O)c1)C1OCC(O)CC1O,-4.941
C/C=C1/C(=O)CCC[C@H]1C,-4.746
CO[C@]1(Cc2ccccc2)C=C(C=O)C(=O)N1,-6.299
C=C(C[C@H]1C[C@@H](C)CC1O)C(O)CC(=O)C(C)(C)C,-6.043
COc1c2c3c(c4c1OCO4)-c1ccccc1C[C@@H]3NCC2,-4.211
CC[C@]1([C@H](C)O)C[C@@H](C)[C@@H](O)O1,-3.695
OC[C@H]1O[C@H](O[C@@H]2CO[C@@H](O)C[C@H]2O)C[C@H](O)[C@@H]1O,-5.442
CC[C@@H](C)[C@@H](O)[C@@H](/C(O)=N\C)N(C)C(=O)C/N=C(/C)O,-4.286
Cc1oc2ccc(OCC(=O)O)cc2c1C(=O)OC(C)C,-6.897
CCC[C@@H](CC(C)C)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,-5.615
COc1c(O)ccc2cc3c(cc12)COC3=O,-8.791
CCCN1CCC[C@@H]1CC(=O)[C@H]1C(=O)C=CC[C@@H]1C,-5.433
C[C@@H]1O[C@H](O)C[C@H](O)[C@@H]1OC=O,-4.837
C=C1C(O)CC2C(COC(=O)CC(C)C)=CO[C@@H](O)C12,-7.546
CC(=O)C(=Cc1ccccc1)C(=O)O[C@H]1CCC[C@H](C)C1,-6.476
NC(=O)c1nc(-c2cscn2)oc1-c1ccccc1,-5.991
CCCC=C[C@H]1[C@H](O)CC(C)C2CNC(=O)[C@H]21,-6.733
O=CCCC=CC(=O)O,-4.882
C/C=C(/C=O)C[C@H](C)CC=O,-5.04
CC(=O)OCCC1=C(C)[C@@H](OC(C)=O)C[C@H](O)C1(C)C,-4.53
C[C@]1(CO)O[C@@]23[C@H](C[C@@H](O)C[C@]2(C)O)C[C@H](O)[C@H]1[C@H]3O,-1.968
N[C@@H](c1nnn[nH]1)c1cc2ccccc2[nH]c1=O,-8.863
C[C@@]12CCC[C@@H]1C1=C(CC2)[C@@]2(C)CCCC(=O)[C@@H]2CC1,-4.126
OCC(CO)Oc1ccc(C[C@@]2(O)COC[C@@H]2CO)cc1,-6.466
Cc1coc2c1[C@H](C)c1c(C)ccc(O)c1C2=O,-7.527
C[C@@H]1O[C@H](OC[C@H](O)[C@@H](O)CO)[C@@H](O)[C@H](O)[C@H]1O,-5.289
CC1=CC(=O)[C@]2(O[C@H]3C[C@H](O)[C@@H](O)[C@H](C)O3)C=COC[C@H]12,-1.003
Cc1ccc(C2=NC(C)C(=O)N2)cc1,-7.23
CC(=C/C[C@@H](O)C[C@H](C)O)/C=C(C)\C=C(C)/C=C/C=O,-6.583
COc1cc2ccoc2cc1C(=O)CCO,-6.485
CC(C)C[C@H](N)C(=O)N1NCCC[C@@H]1C(=O)O,-5.616
O=C(OC[C@@H]1CCC(O)[C@H](O)O1)c1ccc(O)c(O)c1,-6.151
COc1ccc2c(c1O)c(=O)c1cccc(O)c1n2C,-8.619
O=C/C=C/[C@H]1CCC[C@@H]2CCC[C@@]21c1ccc(O)cc1,-4.743
C/C=C/CCCCC(=O)CCCCCC,-5.9
Cn1nnc(-c2cnn(C)c2S(=O)(=O)NC(N)=O)n1,-5.435
COc1ccc([C@@H]2NCCc3ccc(OC)cc32)c(O)c1,-5.805
CC1(C)C=Cc2c(cc(O)c3c(=O)c(O)coc23)O1,-8.991
C[C@H]1OCC[C@H](O[C@@H]2C[C@@](C)(O)[C@H](O)[C@@H](C)O2)[C@@H]1O,-4.51
COc1cc(O)c2c(c1)[C@@]1(CCC2=O)C[C@@H](O)C(=O)O1,-4.694
O=CC(=CNc1ccccc1)C(=O)O,-6.628
CN(C)c1ncnc2c1ncn2[C@@H]1OC[C@H](N)[C@H]1O,-6.52
CCCCCCCC[C@H](C)OC(=O)C[C@H](C)CC,-5.621
CC1(C)O[C@@]23[C@@H](CCC[C@]2(C)O)C[C@@H](O)[C@H]1[C@H]3O,-3.826
CC1=CC(OC2OCC(O)C(O)C2O)CCC1=O,-5.816
CC#CO[C@H](C)CCCCCCCc1cccc(N)c1,-6.166
OC1=NC(O)(Cc2ccc(O)cc2)[C@H]2OC12,-6.957
CCC=CC(=O)C1CCC(O)C(C)(O)C1=O,-5.029
C/C(O)=N/C/C(O)=N\[C@@H](CO)/C(O)=N/CC(=O)O,-5.864
C[C@@H]1CC[C@@H]2C(C)(C)CCC[C@]2(C)[C@@]12CC[C@H](CO)O2,-3.335
CCn1c(O)cc(=O)n(CC)c1=O,-5.742
CNCC(=O)N[C@H](C=O)CNC(=N)N,-6.162
CCC(=O)OCC/C(=C\[C@@H]1CO1)CO,-6.03
NC(CC(=O)O)C(=O)NC(=O)Nc1ccc(O)cc1,-7.489
CC(C=O)CC(N)C=O,-4.703
CC(=O)OCCC[C@@H](CO)CC[C@H](C)O,-5.74
CC[C@@H](CO)NC(=O)CN1Cc2ccccc2C1=O,-7.218
C[C@@H]([C@H]1O[C@H]1C)[C@H](C)O,-4.683
Oc1cccc2c1-c1cc3ccccc3c[n+]1CC2,-9.443
CC(=O)O[C@@H]1C(=O)C=C(C)C[C@H]1C,-6.433
Cc1coc(CCCCCCCCCCCO)c(C)c1=O,-6.789
Cc1cc(Br)cc2c1OCOC2,-7.021
Nc1c(C=O)cc(C=O)c(N)c1N=O,-6.357
CCCCCO[C@H]1COC[C@@H](O)[C@@H]1O,-6.087
CNC(=O)[C@@H]1[C@H](C(=O)O)C1(C)C,-4.907
O=c1c(O)c(-c2ccccc2)oc2ccc3occc3c12,-8.745
C/C=C/C=C/C(=O)NC[C@@H](O)C[C@H](N)CC=O,-6.365
C[C@H]1CCO[C@H]1[C@@H]1O[C@](C)(O)[C@@H](C)C[C@@H]1C,-5.46
COC(=O)C1=COC(C)C(CN)C1CC=O,-2.827
O=C[C@@]1([C@H](C[N+](=O)[O-])c2ccco2)CCNC1=O,-4.867
CO[C@@H]1COc2ccc3ccc(=O)oc3c2O1,-7.246
CCc1nc2c(C)nc(C)cc2[nH]1,-7.436
C[C@@H]1[C@H]2C[C@@H](O)[C@H](O)[C@]3(CO3)[C@@H]2[C@@H](O)C[C@@H]1C,-5.208
COC1=C(N2C(=O)CC[C@@H]2C)C[C@H](O)CC1=O,-5.196
C[C@H]1[C@H](CN)[C@@H](c2cnc(N)[nH]2)[C@@H]1C(=O)O,-5.868
C[C@@H]1CC[C@@](C)(O)C1,-4.906
OC[C@H](O)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,-4.913
Cc1c2oc(=O)ccc2cc2c(CC(=O)O)coc12,-8.678
CC(C)CC(=O)NCC(=O)N(C)[C@@H](C)C=O,-5.74
C=C1[C@H](O)CC[C@@H]2[C@H]([C@H](C)O)C(=O)C[C@H]12,-6.126
O=C1c2c(O)ccc(O)c2O[C@H](c2ccccc2)[C@H]1O,-8.761
CC1CC[C@@H](O)[C@H](O[C@H]2[C@H](O)COC[C@@H]2O)O1,-5.533
COc1ccc2c(c1)-c1ccc(O)c3c1[C@H](C2)N(C)CC3,-8.482
N#Cc1ccc(Cl)cc1,-5.727
C[C@H]1C[C@@H](O)C[C@@H](n2cnc3[nH]ncc3c2=O)O1,-6.586
C/C(=C\[C@H](O)C(C)C)C[C@H]1C[C@H](C)[C@H](O)[C@@H]1C,-5.825
O=CC[C@@H]1CCNC[C@@H]1CCN1CCCCC1,-4.98
C/C=C\[C@@H](O)CC[C@@H](C)OC(=O)/C=C\C=C/CCC,-5.686
O=c1c2ccc(O)cc2oc2cc(O)c(O)cc12,-8.872
CCC[C@H](C)OC[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,-4.642
C[C@]1(O)[C@H](N)[C@H](N)[C@@H](N)[C@@]1(O)CO,-4.45
Nc1cc2c(ccc3[nH]ccc32)oc1=O,-8.784
CC=CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C=O)[C@H](C)CC,-5.677
C=C(C=O)CCC/C(C=O)=C\CCCC,-6.089
CC(O)[C@@H]1CO1,-3.523
CC(=O)[C@@H](C)C[C@@H](CC=O)[C@@H](O)CCCC=O,-5.751
COc1ccc(O)c(NC(=O)[C@@H](O)CC(=O)O)c1,-6.768
COc1ccc(C[C@@H](CO)Oc2ccccc2)cc1,-6.688
CC(C)[C@H](CCN(C=O)Cc1ccccc1)c1ccccc1,-6.143
C[C@H]1CC[C@@H](O)[C@H]2C[C@@H](OC=O)[C@H]3[C@@H](O)[C@]21OC3(C)C,-0.353
CCC/C(C)=C\[C@@H](C)[C@@H](O)[C@H](CC(C)C)OC,-5.663
C=C(COC(C)=O)[C@H](O)C[C@@H](O)C(C)(C)/C=C\CC,-5.423
CC(C)=CCC(C=C1CCOC1=O)C(=O)O,-5.809
CC/C=C\CC1=C2N=C(N)N[C@H]3CC[C@@H](C[C@H]1C)[C@H]23,-9.009
CCC1(O)C(O)CC(OC2C(O)COCC2O)OC1C,-2.616
C=C(CCO)/C(C)=C/[C@H](C)C[C@@H](C)C(=O)OCCC,-6.286
