smiles,docking_score
CCCCC(=O)O[C@@H]1[C@@H](C)O[C@@H](O)C[C@@]1(C)OC(C)=O,-4.168
CCCC[C@H](C)O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1,-6.416
C[C@@H]1O[C@H](O[C@@H]2CCO[C@H](O)C2)[C@@H](O)[C@H](O)[C@H]1O,-5.064
C/C=C\C=C/C=C\CC[C@@H](O)[C@@H](C)[C@@H](C)O,-6.813
CC=C[C@H](S)[C@H](O)C/C=C\CC,-5.792
CCCCCCCCCC[C@@H](C)c1cc(O)cc(O)c1,-5.274
CC=C[C@H]1[C@H](C)CC[C@H]1/C=C\C,-5.805
CCCC(N)C(=O)NC(CC(C)C)C(=O)NC(C=O)CC,-5.796
C[C@H]1O[C@]23C[C@H]1[C@H](O)C[C@]2(CO)CCC[C@@H]3C,-3.447
C/C=C\C=C[C@H](O)C/C=C/CNC(C)=O,-6.402
Cc1cc(O)cc2occ(-c3cc(O)cc(O)c3)c12,-9.007
COc1cccc(C[C@H]2COC[C@H]2CO)c1,-6.365
COc1c(O)c2c3c(c1OC)-c1ccccc1C[C@H]3NCC2,-3.439
O=C1Cc2cc(O)c(O)cc2[C@@H](c2cccc(O)c2)O1,-8.588
O=CO[C@H]1CCO[C@H]1CO,-4.642
CC(C)[C@@H](O)[C@H]1C[C@@H](C)[C@H](O)[C@@H]1/C=C(/CO)[C@@H](C)O,-5.194
C/C(C(=O)O[C@@H]1[C@@H](O)CCO[C@@H]1C)=C(/C)c1ccccc1,-5.628
C[C@@H]1O[C@@]23C[C@@H]1[C@@H](O)[C@H](O)[C@]2(C)[C@@H](O)C[C@@H](O)[C@@]3(C)O,-2.802
C=C(C)CC[C@@H]1COC(=O)C1=C,-6.391
COc1cccc(NC(N)=NC(=O)c2ccccc2)c1,-8.688
CSC(CCC(C)N)C(=O)c1nccs1,-4.999
C[C@H](O)C[C@@H]1C=C[C@@H]2CCOc3c(O)ccc1c32,-6.376
C[C@H]1C[C@@H](OC=O)C[C@@H]2C[C@H](O)[C@H]3C[C@]21OC3(C)C,-2.564
Cc1cc(O)cc(Oc2cc(O)cc(C)c2C=O)c1,-6.312
COc1ccc2oc3ccc(O)c(OC)c3c(=O)c2c1,-7.546
CNCC[C@@H]1CC[C@H](O)[C@@H](C(=O)N(C)C)O1,-4.786
CCCCC(C)[C@@H]1OC(=O)C=C(C(CC)OC)[C@@H]1O,-5.835
COCCCNC(=O)[C@@H](NC=O)C(C)C,-6.106
O=CCCCCC(=O)NN=Cc1ccccc1,-6.092
CO[C@@H]1[C@H](O)[C@H](OC=O)[C@H](O)C[C@@H]1O,-4.276
C[C@H]1CCC[C@H]2C[C@H](OC=O)[C@H]3C[C@]21OC3(C)C,-4.716
CCNC(=O)[C@@H](C)C/C(C)=C/[C@@H](C)[C@@H](C)O,-6.375
CCC(=O)OCC[C@](C)(O)C(C)=O,-5.284
CCc1ccc(O)c2c1ccc1cc(C(=O)OC)oc(=O)c12,-8.496
CC[C@H]1CC[C@H](C[C@@H](O)[C@@H](C)[C@@H](O)CC)O[C@@H]1C,-5.859
CCCC[C@@H](O)[C@](C)(O)CCC=C(C)C,-5.755
CC1=C[C@@H](C)[C@H](C(C)C)C[C@H]1CC(=O)N1CCOCC1,-4.662
Cc1nc[nH]c1C#N,-5.043
O=S(=O)(O)O/N=C(\S)Cc1ccccc1,-5.471
C=C(CO)[C@@H](C[C@H]1[C@@H](C)C1(C)C)OC(=O)c1cccnc1,-5.223
CCCC[C@@H](O)[C@@H](OC(C)=O)[C@@H](O)CO,-6.005
COC1CC[C@H](O[C@H]2CCC(OC)OC2)OC1,-5.965
CC(C)(O)C=Cc1ccc(CCc2ccccc2)cc1,-6.166
O=C1Nc2cc3ccc(O)cc3c3cc(O)cc(c23)C1=O,-8.923
OCC1O[C@@H](OC2CCOC[C@@H]2O)[C@@H](O)C[C@@H]1O,-4.312
Oc1ccccc1-c1c(O)cccc1C=Cc1ccccc1,-5.136
CC(C)=CC[C@H]1C(=O)CC(=O)[C@@H]1O,-6.931
CC(C)CCN1C[C@@H]2C[C@H](NC=O)CN2C(=O)[C@@H]1CN,-6.471
CCC[C@H](NC(=O)CCC(C)C)C(=O)N1CCC[C@H]1C=O,-4.53
CNC(=O)[C@H](O)[C@@H](N)CCC(C)C,-6.231
O=C(OC1COC[C@@H](O)C1)c1cc(O)c(O)c(O)c1O,-6.97
COc1ccccc1O[C@H]1CCCC(C)O1,-5.905
COc1ccccc1N1CCN(C(=O)COC=O)CC1,-6.036
C/C=C/C[C@@H](C)CCC[C@@H](OC)[C@@H](CC=O)OC(=O)CC,-5.523
C=C[C@H]1CN=C(S)O1,-4.462
CCCCC(C)CCC(=O)NCC=O,-5.949
CCCCCCC[C@@H](O)C[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-5.184
C[C@@H]1NCCC(O)[C@@H]1O,-4.827
CC1(O)CCC[C@H]2CCC3C[C@@]21O[C@]3(C)CO,-4.396
COc1cc(O)c2c(c1O)[C@H](Cc1ccccc1)NCC2,-4.862
C[C@@H]1CC(O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)C[C@@H](C)C1,-4.166
C=C(C)C(=O)O[C@H](CO)/C(C=O)=C\CC,-5.9
CCC[C@@H](C)C[C@@H](C)C(=O)/C=C\[C@@H](C)CCC,-5.151
CC[C@]1(O)C(=O)N(C)c2ccccc21,-6.541
OC[C@@H]1O[C@@H](O[C@@H]2COC[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,-5.771
O=Cc1cc(O)c2ccccn2c1=O,-7.492
NC(=O)c1nc2ccccc2c(=O)[nH]1,-8.227
CO[C@@H]1[C@@H](OC)[C@H](O)[C@H](C)O[C@H]1O,-3.879
CO[C@H](CCCO)[C@H](C)O,-4.713
CC[C@H]1C[C@H](CCCO)[C@@H]2CN12,-5.509
CC(=O)O[C@@H](CCO)CCc1ccc(O)cc1CO,-6.565
CCC(C=O)CC(O)C(C)=C(CO)OC(C)=O,-5.91
CC(C)CCCCCCCCCC(=O)OC(CO)CO,-5.69
Cc1nc(/C=C/[C@@H](O)C[C@H]2CO2)cs1,-5.765
N[C@H]1CO[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)OC[C@H]2O)C[C@H]1O,-4.081
CC/C=C/[C@@H](O)C/C=C/C=C/C(=O)O,-6.623
CC(=O)Oc1cc(C=O)ccc1O,-6.584
O=C1C=CC(=O)[C@H]2Cc3ccccc3C[C@H]12,-9.021
CCSCCNC(=O)C(N)CCCCN,-5.488
CC1O[C@@]1(C=O)C[C@@H](C)[C@H](C)C=O,-5.441
O=CO[C@@H]1COC[C@H](OC(=O)CCl)C1,-5.357
COC(=O)C[C@H]1C(=O)C=C(OC)[C@@H]1C,-5.892
C[C@H]1C[C@@H](O)[C@H](OC=O)[C@@H](OC=O)O1,-5.135
CC1(C)O[C@]23C[C@H]1CC[C@@H]2[C@@H](OC=O)[C@@H](O)[C@H](O)C3(C)C,-2.721
CN=C(C)c1c(O)n(C)c2ccccc2c1=O,-6.992
CCCCCCC(=O)CCCCCCCCC=O,-5.435
CCC1O[C@@]2(CC(O)[C@H]1C)OCCC2(C)C,-4.091
C[CH][C@@]1(O)CC=C(C)CC1,-5.821
COc1ccc(/C=C2\CO[C@H](c3ccc(OC)cc3)C2)cc1,-4.117
C[C@@H]1O[C@]23CC1C(=O)[C@@H](O)[C@H]2[C@H](O)CC[C@]3(C)O,-4.969
C[C@H](C(N)=O)[C@H](O)C[C@H](O)C(=O)c1ccc(O)cc1,-6.415
CCCCC[C@H](O)[C@@H]1O[C@H]1C,-5.245
CC(=O)OC[C@H]1[C@](C)([C@H]2CO2)C=CC(=O)[C@]1(C)O,-4.12
CC(=O)O[C@H]1CC[C@@H](C)C23CC(CC[C@]12CO)C(C)(C)O3,-4.159
CCOC(=O)C=Cc1ccccc1O,-6.353
O[C@@H]1[C@@H](O[C@]2(O)C[C@@H](O)[C@@H](O)CO2)COC[C@@H]1O,-5.792
CC[C@H]1CCC(=O)n2ccc(-c3ccccc3)c21,-8.591
C/C=C\C=C/C[C@@](C)(O)/C=C\C=C/C(N)=O,-7.135
C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O,-6.293
CC#C/C(C)=C/C[C@H](O)C(/C=C/OC(C)=O)=C/OC(C)=O,-6.452
O=CC1(O)CC(O)CC(CCCO)O1,-5.208
CC/C=C/C[C@H]1CCC2(CC[C@H](C)[C@@H](CC=C(C)C)O2)O1,-4.925
C/C=C/C=C/C(=O)C[C@@H](O)CCOC(CCO)CC(C)=O,-5.997
CC1O[C@]23[C@H](O)[C@H]1CC(O)C2(CO)CC(O)C[C@]3(C)O,-3.48
C[C@H]1O[C@@]23[C@H](CC[C@@H]1[C@H]2O)C[C@H](O)[C@H](OC=O)[C@@]3(C)O,-3.857
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)N,-5.837
CC[C@@H]1CCC[C@]2(C[C@H](O)[C@H](C)[C@H](C3CCCCC3)O2)O1,-2.989
CCC(OC(C)=O)[C@@H](C)[C@@H]1O[C@@H]1C,-5.933
CCCC(I)CN,-4.196
O=C(O)C=CC=CC12OCCCC1OC(O)C2O,-5.095
C[C@@]12CCC[C@@H](OC=O)[C@@]1(O)[C@](C)(O)CC[C@H]2O,-2.901
O=c1ccc2ccc3cc(CO)ccc3c2o1,-9.079
N[C@@H]1CC[C@@](O)([C@]2(O)O[C@@H](C(=O)O)[C@H](O)[C@H]2O)C1,-5.951
CO[C@H]1C[C@H](O)CO[C@H]1O[C@H](C)C/C=C(C)/C=C/C=O,-4.944
CCC/C=C\CCCC[C@H](O)CC(C)=O,-6.101
CCc1cc(O)c2c(c1)C(=O)c1ccccc1C2=O,-9.109
Cc1ccc2cc3c(cc2c1)C[C@@H](O)C=C3,-8.748
Cc1cc(Cc2cc3c(cc2O)OC(C)(C)C=C3)ccc1O,-6.721
O=Cc1cnccc1CO,-5.496
OC[C@H]1O[C@@H](O[C@H]2C[C@H](O)CO[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,-5.732
Cc1c(O)c(Br)cc2c1c(C(=O)O)cn2C,-6.52
CCCCC(=O)OC/C=C(\C)CCC,-6.016
Oc1ccccc1-c1cccc(Oc2ccccc2)c1O,-8.986
C=C(COC(=O)C(C)CC)C[C@@H](O)CC(C)(C)/C=C/CC,-5.501
[CH2]c1ccc(O)c2[nH]c3ccccc3c12,-9.313
O=C1c2cc3ccccc3c(O)c2C(=O)c2cccc(O)c21,-9.568
O=C1c2c(O)cc(O)cc2OC[C@@H]1CO,-7.504
C[C@@H]1[C@@H](O)C[C@H](O)[C@@]2(C)C(=O)C[C@@H]3C[C@]12OC3(C)C,-3.027
CC(C)CC(=O)NCC(C)N,-5.505
C[C@H](O)CCCC(=O)O[C@@H]1CCN2CC=C[C@@H]12,-4.742
CCCCC(=O)[C@H](C)CC[C@@H]1CCOC(=O)[C@H]1C,-5.496
C[C@@H](O)[C@H](O)[C@H]1O[C@@H]2[C@H](C[C@@H](C=O)N[C@H]2O)[C@H]1CN,-5.519
OC[C@@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O[C@H]1OCC[C@H](O)[C@H]1O,-5.308
COc1cc2c(cc1O)CCN[C@@H]2c1ccc2c(c1)OCO2,-6.809
C[C@H](/C=C/C(=O)O[C@@H]1CO[C@@H](C)C1)CC(=O)O,-6.928
CCC(C)CC(=O)NCCCN,-5.892
NC(=O)c1ccccc1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1N,-6.366
C[C@@H]1C=CCC(=O)C1,-5.348
C[C@H]1O[C@@]23C[C@@H]1[C@H](O)C[C@@H]2[C@H](OC=O)[C@@H](O)C[C@]3(C)O,-4.417
C=C(C)[C@@H](O)[C@H](O)[C@H](O)C(C)(C)/C=C/CC,-5.487
C[C@@H](CO)[C@H](O)[C@H](O)COC=CC1=CC(=O)NC1=O,-6.06
CC1=C[C@@H](O)[C@@]2(CC1=O)[C@@H](C(C)C)C[C@H](O)[C@H]2C,-5.954
CCCCCCC(C)C(=O)C=CC1CO1,-5.47
CC(=O)OC[C@@]12CCCC(C)(O)[C@@]13CC(C(O)C2)[C@H](C)O3,-1.259
CC[C@H](O)[C@H](OC)[C@H](COC)OC,-4.669
C[C@]1(CO)O[C@]23C[C@H]1[C@H](O)C[C@H]2[C@H](O)[C@H](O)C[C@@]3(C)O,-4.176
CCC[C@@H]1CCN=CN1,-5.246
Cc1ccc(O)c(O[C@@H]2O[C@H](CO)[C@@H](O)C(O)C2O)c1,-6.802
CCCCCC=CC(C)CC(C)O,-5.894
CCCCCCCC[C@]1(O)CC(=O)C=C[C@H]1O,-5.336
CCOc1ccc2cc3ccccc3nc2c1,-8.76
C/C=C\C(=O)[C@H](C)CCC[C@@H](OC)[C@H](O)CC=O,-5.794
CC(C)(NCCN)P(=O)(O)O,-4.138
CC(O)Cn1[nH]cnc1=S,-5.108
Cc1nc(NC2=NC(=O)CN2)nc2ccccc12,-8.557
CC[C@H]1CC[C@H](C=O)C[C@H]1CCC=C(C)C,-6.52
C[C@@H]1C=C[C@@H](O)[C@](O)(CCl)[C@@H]1C,-4.535
CC1CCC2C(C1)C(C)C(C=O)CC2(C)O,-4.001
COc1ccc2c(c1)Cc1cc3ccccc3nc1-2,-9.816
C=C1Nc2cc(O)ccc2[C@H]1C(=O)C=CCC,-7.172
OCc1cccc2nc3ccccc3nc12,-8.491
COc1ccc([C@H](CNC=O)N2CCCCC2)cc1,-5.416
CCCCC(=O)O[C@@H]1CO[C@@H](C[C@@H](O)CCl)C1,-5.773
CCNC(=O)c1ccc2c(c1)N(C)C(=O)C[S@@+]2[O-],-6.024
O=C(O)C=CC=C[C@@H]1OCC[C@]2(CO2)[C@@H]1O,-5.959
C[C@@H]1O[C@@]23C[C@@H]1C[C@H](O)[C@H]2[C@H](OC=O)C[C@H](O)[C@]3(C)O,-4.129
COc1cc2cc3ccc(=O)oc3cc2o1,-8.712
C=C(C[C@@H]1CC[C@@H](C)C1)[C@H](OC(C)=O)[C@@H](O)[C@H](O)C(C)C,-4.009
CC(C=O)NC(=O)C(CCC(N)=O)NC=O,-5.879
CCc1nc(-c2ccccc2)cc2cc(OC)c(OC)cc12,-5.034
CC(C)[C@@]1(O)CC[C@](C)(O)[C@H]2CCC[C@@H]21,-4.973
CCC(=O)O[C@@H](C)C(=O)[C@@H](C)CC,-5.117
C[C@@H]1O[C@H](O[C@@H]2C[C@H](C)OC[C@@H]2O)C[C@H](O)[C@H]1O,-5.282
CO[C@H]1[C@H](O)[C@@H](C)OC[C@@H]1O,-4.797
CC[C@@H]1CN(C(=O)c2c(C)noc2C)C[C@@H]1CNC,-4.741
CC(C)CCCCCC(=O)N[C@H](C=O)CO,-6.341
CC[C@@H]1O[C@H](C/C=C\c2ncco2)[C@H](C)C[C@H]1C,-6.175
C[C@H](C(=O)[C@H]1C[C@H](C)[C@@H](O)C1)[C@@H]1CO1,-4.77
CCCNC(=O)C(NC(=O)C(N)CCCN)C(C)C,-5.239
CC(=O)Oc1cccc([C@@H]2CCCCO2)c1O,-6.81
CC1(C)C[C@@H]1C(=O)Nc1ccccc1,-7.449
Cc1ccc(COc2ccccc2)cc1,-7.216
C[C@H]1O[C@H](O[C@@H]2[C@@H](O)CO[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O,-4.936
O=CN(Cc1ccccc1)[C@@H]1CCNC1,-6.408
C/C(=N/OS(=O)(=O)O)S[C@H]1C[C@H](O)[C@H](O)CO1,-5.242
NCCCC(=O)NCC(=O)O,-5.61
CC(C)CCNC(=O)OC(C)(C)C,-5.529
Oc1ccc([C@H]2OCC[C@H]2O)cc1,-5.907
C=C(/C=C\C)C/C=C(/C)CC[C@@H](S)CC=O,-5.991
Cc1cc(N)nc(C[C@H]2CNC[C@H]2NCCN)c1,-5.67
CCC(C)C(CC(O)CC=O)O[C@H]1C[C@@H](O)[C@H](CO)O1,-5.073
CC(=O)N[C@H]1[C@H](O)[C@@H](OC(C)C)O[C@@H](C)[C@@H]1O,-4.103
C[C@H](O)[C@H](C)CCCC[C@H](C=O)CC(=O)O,-6.164
O=C(O)c1ncc2[nH]c3ccccc3c2c1O,-8.919
COc1ccc2c(c1)[C@@]13CCN[C@H](C2)[C@@H]1CCC(=O)C3,-4.69
CCCCCc1cc(CO)co1,-6.315
CCOC1COCC1OP(O)(=S)OC,-4.097
N[C@H]1C[C@@H](O)[C@H](O[C@@H]2C[C@@H]3NC(=O)O[C@@H]3CO2)CO1,-5.806
COc1cc(O)c2c(c1)C(=O)c1ccc(O)cc1C2=O,-8.665
COc1ccc([C@@H]2OC[C@H](C)[C@H]2C)c(O)c1,-6.248
CCC(=O)NCCSC(=O)CC(C)N,-5.506
C/N=C(\O)[C@@H](CN)/N=C(\O)C/N=C(/C)O,-5.767
O=C(O)c1ccc(C[C@H]2C[C@H]3CCCC[C@]3(O)C2)cc1,-6.382
CCCC(=O)OCCOCC,-5.157
N[C@@H]1[C@@H](OP(=O)(O)OP(=O)(O)O)OCC[C@@H]1O,-6.072
NNC(=O)c1c[nH]c2ccccc12,-8.004
CCCC(C)(C)C1C=CC(=O)O1,-4.732
CC=CC=CC=CCCC1CC(O)CC(O)O1,-6.889
CCC(C)C(OC1CC(=O)C(O)C(C)O1)C(C)C,-4.237
CC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=CCC21CO1,-6.234
CCc1ccccc1-c1coc2cccc(OC)c2c1=O,-5.953
C/C=C(\C)C(=O)O[C@@H]1CC=C(C(=O)O)C[C@@H]1OC(C)=O,-6.547
C[C@H](Cc1cc[nH]c1)[C@H](O)[C@@H]1CC[C@H](O)[C@H](C)C1=O,-6.202
CC[C@@](C)(C=O)NC(=O)[C@H](N)CC(C)C,-5.221
CC[C@H](C)CC(=O)N(C)[C@H](C(=O)O)[C@@H](C)CC,-5.915
Cc1ccc(C#N)cc1NC(=O)c1cc(C=O)oc(=O)c1,-5.28
CC1(C)CCC[C@@]2(C)C[C@@](C)(O)[C@H](O)[C@@H](O)[C@@H]12,-4.178
CC(O)C(N)C(=O)NC(C=O)CCN,-5.209
OC[C@H]1O[C@@H](O)C[C@@H](O)[C@@H]1O[C@@H]1OCC[C@H](O)[C@@H]1O,-5.299
Cc1ccccc1C(=O)NCCN1CCCCC1,-6.784
CC1=C[C@H](C)C[C@@H](C=O)C1,-5.164
COc1cc(O)cc(C=COc2ccccc2)c1,-6.814
C[C@H](C(N)=O)[C@@H](O)[C@H](N)[C@@H](O)C(=O)c1ccc(O)cc1,-5.535
C=C(CCCC(C)C)C(O)C1CCC(C)(O)C1,-5.603
Cn1c(=N)[nH]c2cc3ccccc3cc21,-9.358
C=Cc1ccc(-c2ccc(C=O)nc2C(=O)O)c(C(N)=O)c1,-6.074
NCCCC[C@H](N)C(=O)N[C@H](C=O)Cc1ccc(O)cc1,-6.158
C[C@@]1([C@@H]2C[C@@H](O)CC[C@@]23CO3)CO1,-4.252
CCC/C(C)=C/[C@H](C)C[C@@H](C)OC(=O)CCN,-5.391
C[C@H](OC(=O)c1ccccc1)[C@H]1C[C@@H](O)[C@H](O)O1,-6.662
C/C=C(\C)CCC(C)=O,-5.34
Oc1ccc(Cl)cc1Oc1cc(O)c(Cl)c(O)c1,-6.778
CC[C@H]1CC[C@H](C)[C@]1(C)C[C@@H](C=O)OC(C)=O,-4.445
O=C(C=Cc1ccccc1)OC1C(CO)OCC(O)C1O,-4.955
C=Nc1noc2cccn12,-5.543
CCCn1cc(C(=O)OC)cc(Br)c1=O,-5.969
C[C@]12[C@@H]3O[C@@H](O)[C@@]1(O)CC[C@H]2[C@@H]1C[C@H]3OC1=O,-5.6
COc1cc(C[C@H](CO)c2cccc(C)c2)ccc1O,-6.624
COc1cc(C=CCOC(=O)CC(C)CC=O)ccc1O,-5.704
CC(O)[C@H](/N=C(\O)C1CCCN1C=O)C(=O)N(C)C,-4.23
C=C1CC[C@H]([C@]2(C(=O)OC)CO2)[C@H]2[C@@H]1CC(=O)[C@H]2CC,-4.075
C[C@H](/C=C/C(C)(C)C=O)C(=O)[C@@H]1C[C@H](C)[C@@H](O)C1,-4.743
COc1cc(O)c2c(ccc3ccccc32)c1,-8.915
OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)CCO[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,-4.543
O=C1c2c(cc3cc(O)cc(O)c3c2O)C[C@H](O)[C@@H]1O,-8.543
C=C(C(=O)OC)[C@@H](CCO)[C@@H](OC(C)=O)c1occc1C,-3.531
[CH2]CCC[C@@H](O)CC=O,-4.793
O=CCCc1c[nH]c2cc(-c3ccccc3O)ccc12,-8.781
Cc1cc2cc3cccc(O)c3cc2c(=O)o1,-8.626
CC[C@@H]1CCC=CC1(C)C,-4.35
COC(=O)[C@@H]1CC(=O)C(C)=C([C@H](O)C[C@H](C)O)[C@@H]1C,-6.087
C[C@H]1O[C@@H](O[C@H]2OCC[C@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O,-4.322
C[C@H](NC=O)[C@@H](O)[C@H](O)C(N)=O,-5.555
O=C(C=Cc1ccccc1)OCC(O)CO,-7.076
C=C1C(=O)O[C@@H]([C@@H]2O[C@@]2(C)CCC)[C@H]1CCCC,-4.572
CC(C)COC(=O)[C@H]1C[C@H](C=O)[C@@](C)(O)CC1=O,-5.077
CNC[C@@H]1C[C@@H](CO)[C@H](O)C1,-5.572
CO[C@@H]1OC[C@@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H]2O)[C@H]1O,-5.262
C[C@@H]1CCN(C(=O)c2ccc(C#N)cc2)C1,-6.404
O=C(/C=C/[C@@H]1CCC[C@@H]2CCC[C@H]21)C1CCCC1,-7.45
O=C1C=CC(=O)C(=NCCO)C1,-6.144
COc1ccc2c(c1)c1c3n2CCN[C@@H]3CCC1,-9.048
CC1CNc2[nH]c(=N)nc(O)c2N1C=O,-7.584
CC1OC[C@H](O)C(OC(=O)/C=C/c2ccc(O)cc2)[C@@H]1O,-5.801
CC(C)CCC(=O)N[C@H](C(=O)NCC(=O)O)C(C)C,-5.252
CC(=O)O[C@H]1CCCO[C@@H]1OCC#N,-5.627
C[C@H]1CCc2c(O)cc3c(c21)[C@@H](c1cc(O)cc(O)c1)CO3,-1.365
CO[C@@H]1C[C@H](C)O[C@@H](O)C1=O,-5.268
C[C@@H]1C[C@@H](O)[C@H](O)[C@H](O[C@H]2CO[C@H](C)[C@H](O)[C@@H]2O)O1,-4.532
O[C@@H]1CCCO[C@H]1Oc1ccc(Cl)cc1,-7.079
CO[C@@H]1CC(O)O[C@H](C)C1,-5.298
CC(=O)[C@H]1C(=O)C[C@@H](c2ccccc2)C(C=O)=C1O,-5.349
CCC[C@@H](C/C(C)=C\[C@H](C)[C@@H](O)COC)OC,-5.298
O=COCC1=CCC[C@H](OC(=O)c2ccccc2)C1,-6.271
CC(C)CC(=O)NCCCN(C)C,-5.337
C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N1CCC[C@H]1C(=O)O,-5.692
CCC[C@]1(CO)CCCC[C@@]1(C)O,-4.314
Cn1c(-c2ccccc2)cc2c1CC(C)(C)CC2=O,-7.23
Cc1cc(O)c2c(=O)c3c(O)cccc3c(=O)oc2c1,-9.157
N=C(NCCCCO)NCOc1cc(C(=O)O)ccc1O,-7.65
CCCCCC(=O)N[C@@H](C(=O)O)[C@H](C)CC,-5.876
COC(=O)c1c(O)cccc1OCCCCN,-6.719
CC(=O)O[C@@H]1C[C@H](O)CO[C@H]1O[C@H]1[C@H](O)COC[C@@H]1O,-4.052
C[C@H]1O[C@@H](OC[C@H](O)[C@H](O)CO)[C@@H](O)C[C@@H]1O,-6.441
C[C@@H]1C[C@H](C)O/C1=C\C(=O)CC1CC(=O)N=C(O)C1,-6.313
CCC(=O)CCCCc1ccccc1O,-6.887
CCC(=O)O[C@@H]1CC(OC)[C@@H](O)OC1C,-5.529
CCCC1CCCC(C(=O)OC)O1,-6.214
COC1CCOC(C)C1OC1OC(C)CCC1O,-4.31
O=C(Nc1ccccc1)N[C@@H]1C[C@@H]2C(=O)NCC(=O)N2C1,-4.079
CC1(C)CC[C@@H](O)[C@]2(C)c3ccc(O)cc3CC[C@@H]12,-1.727
CC/C(C)=C/[C@H]1[C@@H](O)[C@@H](C)C[C@@H]1[C@H](O)C(C)C,-5.246
O=C(O[C@H]1CC[C@H](CO)OC1)c1ccc(O)c(O)c1,-7.176
COc1ccc(C=O)cc1C1OC(CO)C(O)C(O)C1O,-4.432
COc1cccc2c1CCc1cc3ccccc3nc1-2,-8.561
OC[C@H]1OCC[C@@H](O[C@@H]2CO[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,-4.771
CCC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C=O)CC(C)C,-5.315
C[C@@H]1Cc2c(O)cccc2O1,-6.869
CC(=O)O[C@@H]1CO[C@@H](C)[C@H](O)[C@H]1N,-6.061
COc1ccc([C@H](CC(=O)O)NC(C)=O)cc1OC,-4.989
O=c1c2ccccc2oc2ccc(O)c(O)c12,-9.46
[CH2][C@H](Cl)[C@](C)(Cl)/C=C/Br,-3.854
OC[C@@H]1OC(O)[C@H](O)[C@H]1O,-3.873
CC(C)[C@H](NC(=O)CCCCN)C(=O)NC[C@@H](C)O,-5.87
CCc1ccc(OC(C)=O)cc1C=CCO,-6.302
N=C(N)NCCC[C@H](N)C(=O)N[C@@H](C=O)CCCN,-6.002
C=C1C(CCC2(C)CO2)CCC2(C)CCCC12,-4.354
CCCC(=O)C[C@@H](O)C/C=C/C=C/[C@@H](O)CC,-6.439
COC(=O)C[C@@H](CCOC(C)=O)OC(=O)C[C@H](C)O,-5.479
O=C1N[C@@H](CO)C(=O)N2CCN(C(=O)CO)C[C@@H]12,-6.409
CC(=O)O[C@H]1C[C@@H]2CCC[C@@H](C)[C@]23O[C@H](C)[C@H]1[C@H]3OC=O,-1.171
Cc1nccc2c1[C@H](O)OCC2,-6.504
C/C=C(/C=O)[C@@H](O)COC(=O)[C@]1(C)O[C@@H]1C,-5.65
COC(=O)CCc1cc(C)co1,-5.868
COC(=O)C1=CO[C@@H](O)[C@H]2[C@@H]1C[C@H](O)O[C@@H]2C,-5.25
C[C@@H]1CCC[C@@]2(CO)C[C@@H](O)[C@H]3C[C@@]12O[C@]3(C)CO,-1.375
CC(=O)NCCCC1N=C(O)CC1=O,-6.016
C[C@H](O)[C@@H]1CC[C@@](CSS)(SS)[C@@H](O)C1,-3.361
CC1(C)CC(NC(=O)[C@@H]2CCC(=O)N2)CC(C)(C)N1,-5.616
CC(=O)[C@@H](C)C[C@H](CC=O)CC[C@@H](C)O,-5.795
CC(=O)[C@H](C)CCO,-4.703
C=C(C[C@H]1C[C@H](C)C[C@@H]1C=O)[C@H](O)CO,-6.194
CN(C)C=CC(=O)c1ccccc1,-6.032
CC(=O)O[C@H]1[C@H](O[C@@H]2CCOC[C@@H]2O)OC[C@@H]1O,-5.107
O=CC[C@@H](O)C(=O)O[C@@H]1CCN2CC=C[C@@H]12,-6.36
CC(O)C1CC(OC=O)C(O)O1,-5.178
CN1[C@@H]2CCC[C@H]1[C@@H](O)[C@H]2OC=O,-3.566
C[C@H](C(=O)O[C@@H]1C[C@H](O)[C@@H](O)[C@H](CO)O1)c1ccccc1,-6.778
CCC(=O)O[C@H](C)[C@H](OC)[C@@H](O)[C@@H](CC=O)CC(C)C,-4.481
CC(=O)O[C@H]1CO[C@@H](Oc2cccc(O)c2)C[C@@H]1O,-6.587
O=COC[C@H](/N=C(\O)c1cscn1)c1nccs1,-5.407
CCCC12OC1C(c1cc(O)ccc1O)OC2=O,-6.356
